"gene","p_val","avg_log2FC","pct.1","pct.2","p_adj"
"ADGRE5",0.000459485761588182,-3.00691908268202,0,0.17741935483871,0.434214044700832
"DCN",0.00310287291463845,2.2761806784758,0.25,0.0645161290322581,0.894193968195735
"DUSP6",0.00473118501690865,0.806920252187562,0.40625,0.161290322580645,0.894193968195735
"FGF18",0.00357785126089244,-1.96130021246853,0.046875,0.225806451612903,0.894193968195735
"ITGAM",0.00407453283023305,1.50604249010099,0.28125,0.0806451612903226,0.894193968195735
"ADGRG3",0.0202913140839915,1.39491244183824,0.1875,0.0483870967741935,0.934903461215364
"CCL13",0.0227542641354004,0.611595056195504,0.1875,0.0483870967741935,0.934903461215364
"CCL5",0.0225747941459552,-0.854612154986231,0.125,0.290322580645161,0.934903461215364
"CHI3L1",0.0140117523705202,-1.38236513471434,0.25,0.435483870967742,0.934903461215364
"CIITA",0.0177496875540318,1.77742903760453,0.203125,0.0645161290322581,0.934903461215364
"COL12A1",0.0190609956417453,2.09615377864326,0.125,0.0161290322580645,0.934903461215364
"CXCR5",0.0168333414917609,2.00156910318147,0.1875,0.0483870967741935,0.934903461215364
"FZD4",0.00613828152074101,1.93428886648385,0.25,0.0806451612903226,0.934903461215364
"GZMH",0.0142920384062848,-1.44470220715128,0.109375,0.274193548387097,0.934903461215364
"HTT",0.0202072491700218,1.43319206198975,0.125,0.0161290322580645,0.934903461215364
"IL1RAP",0.0138895916909813,-1.46707276277733,0.15625,0.32258064516129,0.934903461215364
"IL20",0.0117197336655446,1.7316050936799,0.1875,0.0483870967741935,0.934903461215364
"ITGAV",0.0214984248741945,-1.16685897091231,0.265625,0.435483870967742,0.934903461215364
"LINC02446",0.00818631445802034,-2.0954288214898,0.09375,0.258064516129032,0.934903461215364
"S100A9",0.0123235768179657,-0.875737067391942,0.546875,0.693548387096774,0.934903461215364
"SREBF1",0.0123103788176221,-1.3390337811753,0.046875,0.193548387096774,0.934903461215364
"STAT6",0.0170341029438375,-2.15962369249622,0.125,0.274193548387097,0.934903461215364
"ZFP36",0.0117903562157863,0.559556830143013,0.78125,0.629032258064516,0.934903461215364
"ACTA2",0.0575365415309608,1.80800542955324,0.09375,0.0161290322580645,0.935204404610503
"ACVR1B",0.16615094385372,1.16154979074524,0.171875,0.0967741935483871,0.935204404610503
"ADGRB3",0.157272659607318,1.16152257917158,0.09375,0.032258064516129,0.935204404610503
"ADGRE1",0.0625559427287761,1.3699406674942,0.09375,0.0161290322580645,0.935204404610503
"ADGRG6",0.0955702919306542,1.55664165852909,0.109375,0.032258064516129,0.935204404610503
"ADGRL2",0.123243122551683,-2.00558531482092,0.03125,0.0967741935483871,0.935204404610503
"ADM2",0.0928573002569453,0.655858283753097,0.1875,0.0806451612903226,0.935204404610503
"ADORA2A",0.146801977984801,0.742090024157535,0.171875,0.0806451612903226,0.935204404610503
"ANGPT4",0.131051427775078,1.49256115688612,0.125,0.0483870967741935,0.935204404610503
"ANXA4",0.0918092295166122,-1.49536585700267,0.0625,0.161290322580645,0.935204404610503
"AR",0.0434142960819094,1.60376934272567,0.15625,0.0483870967741935,0.935204404610503
"AREG",0.0918092295166122,1.03500916038027,0.15625,0.0645161290322581,0.935204404610503
"BATF3",0.116492571665746,0.527035544127392,0.15625,0.0645161290322581,0.935204404610503
"BMP7",0.0374344751480429,1.41455993372189,0.21875,0.0806451612903226,0.935204404610503
"BMPR1A",0.120721451825444,-0.214651833507144,0.09375,0.193548387096774,0.935204404610503
"BTG1",0.142307268427929,0.930748951610897,0.328125,0.193548387096774,0.935204404610503
"BTK",0.104753654587364,-1.44330324261335,0.0625,0.145161290322581,0.935204404610503
"CALM1",0.0543799360937806,1.36542896629235,0.09375,0.0161290322580645,0.935204404610503
"CASR",0.132512055206438,0.251631754898215,0.265625,0.145161290322581,0.935204404610503
"CCL15",0.122654514167599,-0.982598727273014,0.09375,0.193548387096774,0.935204404610503
"CCL3L3",0.0819286914833935,0.770058019284911,0.171875,0.0645161290322581,0.935204404610503
"CD48",0.0725642514642969,1.531009571827,0.1875,0.0806451612903226,0.935204404610503
"CD53",0.101124590981985,0.380662379232696,0.1875,0.0806451612903226,0.935204404610503
"CD84",0.0999960512147672,1.07337766959939,0.109375,0.032258064516129,0.935204404610503
"CD8A",0.170053996193544,-0.866996718019136,0.125,0.209677419354839,0.935204404610503
"CDH11",0.144253061359014,0.824280050487211,0.125,0.0483870967741935,0.935204404610503
"CEACAM1",0.157272659607318,1.00123801837091,0.09375,0.032258064516129,0.935204404610503
"CEACAM6",0.123019901165497,-1.01504834763571,0.15625,0.258064516129032,0.935204404610503
"CENPF",0.0739469667330739,-2.25737007678434,0.03125,0.112903225806452,0.935204404610503
"CLDN4",0.115899700393158,-0.459004558271317,0.5,0.629032258064516,0.935204404610503
"COL14A1",0.143319897130806,0.819321382156838,0.1875,0.0967741935483871,0.935204404610503
"COL16A1",0.171729850054172,0.880170301440208,0.40625,0.306451612903226,0.935204404610503
"COL17A1",0.16568775163624,0.592230282649707,0.328125,0.209677419354839,0.935204404610503
"COL18A1",0.0248765144247542,1.41874326632033,0.375,0.193548387096774,0.935204404610503
"COL6A3",0.106445274422004,1.44762997077339,0.15625,0.0645161290322581,0.935204404610503
"CPA3",0.130021053255182,-1.32280379146133,0.078125,0.161290322580645,0.935204404610503
"CXCL14",0.166539131067693,-0.988334712755283,0.109375,0.193548387096774,0.935204404610503
"CXCL16",0.109341908107781,-0.549969389956314,0.140625,0.258064516129032,0.935204404610503
