"gene","p_val","avg_log2FC","pct.1","pct.2","p_adj"
"IGHA1",7.53988834617758e-06,2.76107100371329,0.208955223880597,0.0308641975308642,0.00429773635732122
"CCL4",0.0226309690595767,-3.14201026669,0,0.0740740740740741,0.938948198586805
"CD3G",0.0209995582128298,2.00849982595595,0.104477611940299,0.0308641975308642,0.938948198586805
"CELSR1",0.00628473467744305,1.90826666086815,0.134328358208955,0.037037037037037,0.938948198586805
"CUZD1",0.0173976092302542,-3.45501070805018,0,0.0802469135802469,0.938948198586805
"DST",0.0226311957743534,1.53798008866748,0.104477611940299,0.0308641975308642,0.938948198586805
"EPHA2",0.0201622622927685,-3.03953065444767,0.0149253731343284,0.104938271604938,0.938948198586805
"ETV4",0.0187121144749615,1.11334679812611,0.149253731343284,0.0555555555555556,0.938948198586805
"HMGB2",0.0172654442016581,-2.51576510041217,0.0149253731343284,0.111111111111111,0.938948198586805
"IGKC",0.023061885579325,1.60339011816554,0.26865671641791,0.148148148148148,0.938948198586805
"ITGA3",0.0226311957743534,-3.08859162346814,0,0.0740740740740741,0.938948198586805
"MEG3",0.00877420288147561,1.07355505857602,0.432835820895522,0.271604938271605,0.938948198586805
"PDGFC",0.010902405687627,-1.93821342516636,0.0447761194029851,0.172839506172839,0.938948198586805
"TNFSF10",0.010276034525448,-3.74073609323367,0,0.0925925925925926,0.938948198586805
"ABL1",0.726954431788087,-0.688923726392375,0.0447761194029851,0.0555555555555556,0.958119394288281
"ABL2",0.582385069355965,0.378943905370365,0.0895522388059701,0.0679012345679012,0.958119394288281
"ACKR3",0.465475805257289,0.75391652980609,0.0746268656716418,0.0493827160493827,0.958119394288281
"ACKR4",0.172552628143911,0.796214482650094,0.0895522388059701,0.0432098765432099,0.958119394288281
"ACTA2",0.409855863817881,-0.437562502389737,0.119402985074627,0.160493827160494,0.958119394288281
"ACVR1B",0.601594064193107,-0.744692670474378,0.0447761194029851,0.0617283950617284,0.958119394288281
"ACVRL1",0.50756226790184,-0.0107280917936212,0.0447761194029851,0.0679012345679012,0.958119394288281
"ADGRA2",0.348597057647555,0.750657043173709,0.104477611940299,0.0679012345679012,0.958119394288281
"ADGRD1",0.426342876003173,1.05571337053722,0.0746268656716418,0.0493827160493827,0.958119394288281
"ADGRE5",0.255471385833992,-1.19676682368556,0.0298507462686567,0.0679012345679012,0.958119394288281
"ADIRF",0.0797376098599087,-1.95465067470403,0.0149253731343284,0.0740740740740741,0.958119394288281
"ANGPT1",0.169986864374716,0.883527478455647,0.0895522388059701,0.0432098765432099,0.958119394288281
"ANGPTL1",0.577501106356185,0.284031958125791,0.0746268656716418,0.0555555555555556,0.958119394288281
"ANXA1",0.500820573025561,-0.8509323332958,0.0447761194029851,0.0679012345679012,0.958119394288281
"ANXA2",0.655918065873443,-0.691067868811554,0.0895522388059701,0.104938271604938,0.958119394288281
"APOA1",0.346874080683802,0.733903520274229,0.0895522388059701,0.0555555555555556,0.958119394288281
"APOD",0.368190493643844,0.0912748309475502,0.223880597014925,0.166666666666667,0.958119394288281
"AR",0.283920107789285,-0.310122297873265,0.0298507462686567,0.0679012345679012,0.958119394288281
"ARF1",0.074584867815218,-1.66970400387441,0.0298507462686567,0.0987654320987654,0.958119394288281
"ATG12",0.239222580509196,-0.762259192217452,0.0447761194029851,0.0925925925925926,0.958119394288281
"AXL",0.0576756692075736,-2.41436592720629,0.0149253731343284,0.0802469135802469,0.958119394288281
"B2M",0.62151209048564,0.138687034050422,0.194029850746269,0.166666666666667,0.958119394288281
"BAG3",0.761312327982147,0.0663819084969174,0.0447761194029851,0.0555555555555556,0.958119394288281
"BATF3",0.441650743756728,-0.245649154163395,0.0447761194029851,0.0740740740740741,0.958119394288281
"BAX",0.423281544389517,-0.335854579773754,0.0746268656716418,0.111111111111111,0.958119394288281
"BID",0.130276873208163,-0.740070361215333,0.0447761194029851,0.111111111111111,0.958119394288281
"BIRC5",0.674121116102308,0.367717430389657,0.0895522388059701,0.0740740740740741,0.958119394288281
"BMP3",0.718447012296592,-0.598391698249548,0.0447761194029851,0.0555555555555556,0.958119394288281
"BMP4",0.261863701267528,0.60036802937454,0.0895522388059701,0.0493827160493827,0.958119394288281
"BMPR1A",0.366424005718711,0.350312806799465,0.134328358208955,0.0925925925925926,0.958119394288281
"BRCA1",0.577431915066418,-0.388791598613216,0.0597014925373134,0.0802469135802469,0.958119394288281
"C11orf96",0.632328760195777,0.0167118229256353,0.17910447761194,0.216049382716049,0.958119394288281
"C1QA",0.434586533168893,0.766576138729844,0.0895522388059701,0.0617283950617284,0.958119394288281
"C1QB",0.0788023697783051,-2.02817923146688,0.0149253731343284,0.0740740740740741,0.958119394288281
"C1QC",0.709974350891829,-0.86933474652953,0.0447761194029851,0.0555555555555556,0.958119394288281
"C9orf16",0.569619136931101,0.840294943280388,0.104477611940299,0.0802469135802469,0.958119394288281
"CAMP",0.278842691969232,-0.809483959482207,0.0447761194029851,0.0864197530864197,0.958119394288281
"CAV1",0.371034874852741,0.718472430258379,0.149253731343284,0.104938271604938,0.958119394288281
"CCL11",0.209843210583618,-0.976366255605213,0.0298507462686567,0.0740740740740741,0.958119394288281
"CCL19",0.182099099078695,-0.308576586429066,0.0298507462686567,0.0802469135802469,0.958119394288281
"CCL2",0.466002872310525,-0.748826058147969,0.0895522388059701,0.117283950617284,0.958119394288281
"CCL20",0.327379227692152,-1.31767445647842,0.0298507462686567,0.0617283950617284,0.958119394288281
"CCL21",0.244328011367321,0.804618479119236,0.0895522388059701,0.0493827160493827,0.958119394288281
