"gene","p_val","avg_log2FC","pct.1","pct.2","p_adj"
"AATK",0.395425841512982,-0.396460252906474,0.0941176470588235,0.0487804878048781,0.993846724781915
"ABL1",0.12934257546758,-0.262458442089247,0.0941176470588235,0.195121951219512,0.993846724781915
"ABL2",0.803190509048867,0.355943032094445,0.0588235294117647,0.0487804878048781,0.993846724781915
"ACE",0.0106184521600784,-2.32637083223827,0.0352941176470588,0.170731707317073,0.993846724781915
"ACE2",0.31233711209048,-0.930873937164081,0.0705882352941176,0.121951219512195,0.993846724781915
"ACKR1",0.217951738336668,1.23622023861765,0.117647058823529,0.0487804878048781,0.993846724781915
"ACKR3",0.892597834094983,0.11073877616379,0.129411764705882,0.121951219512195,0.993846724781915
"ACKR4",0.218202139290869,-0.267354199650955,0.0941176470588235,0.170731707317073,0.993846724781915
"ACTA2",0.52040216768937,-1.18104818262039,0.0470588235294118,0.0731707317073171,0.993846724781915
"ACTG2",0.264889108228052,-0.841666103427526,0.0470588235294118,0.0975609756097561,0.993846724781915
"ACVR1",0.60168413701827,0.0457700775419715,0.129411764705882,0.170731707317073,0.993846724781915
"ACVR1B",0.7192097505359,0.519608416154358,0.141176470588235,0.121951219512195,0.993846724781915
"ACVRL1",0.933595031507978,-0.283198327885151,0.117647058823529,0.121951219512195,0.993846724781915
"ADGRA2",0.225203727003624,-0.651008185371703,0.0941176470588235,0.170731707317073,0.993846724781915
"ADGRA3",0.398326521292972,-0.885297462883375,0.0941176470588235,0.146341463414634,0.993846724781915
"ADGRB2",0.587906415795407,0.0379106348553936,0.105882352941176,0.0731707317073171,0.993846724781915
"ADGRB3",0.776910680873431,-0.209148100608847,0.0588235294117647,0.0731707317073171,0.993846724781915
"ADGRD1",0.29821969804682,1.44014598180199,0.129411764705882,0.0731707317073171,0.993846724781915
"ADGRE1",0.172519640102692,-0.173208285547566,0.0352941176470588,0.0975609756097561,0.993846724781915
"ADGRE2",0.469648814738634,-0.0348794951869663,0.0588235294117647,0.0975609756097561,0.993846724781915
"ADGRE5",0.790334423482347,-0.158833514267985,0.0823529411764706,0.0975609756097561,0.993846724781915
"ADGRF3",0.163252005233507,1.20444342967291,0.164705882352941,0.0731707317073171,0.993846724781915
"ADGRF5",0.613244369342003,-0.330841194112145,0.0705882352941176,0.0975609756097561,0.993846724781915
"ADGRG1",0.957037586827029,-0.540874509805818,0.270588235294118,0.24390243902439,0.993846724781915
"ADGRG2",0.270201110602794,-0.970960355256397,0.0470588235294118,0.0975609756097561,0.993846724781915
"ADGRG3",0.623654543985384,0.443679051433539,0.129411764705882,0.0975609756097561,0.993846724781915
"ADGRG6",0.484098211097528,0.516789636144202,0.0588235294117647,0.0975609756097561,0.993846724781915
"ADGRL1",0.016716373101397,2.35381427586547,0.129411764705882,0,0.993846724781915
"ADGRL2",0.20447573976479,1.85658966519315,0.0823529411764706,0.024390243902439,0.993846724781915
"ADGRL4",0.145400848449186,-1.64195347371997,0.0352941176470588,0.0975609756097561,0.993846724781915
"ADIPOQ",0.344749667617296,0.135482627037699,0.129411764705882,0.0731707317073171,0.993846724781915
"ADIRF",0.903826655477854,0.00468227450150515,0.282352941176471,0.292682926829268,0.993846724781915
"ADM2",0.745604564902514,0.261524165671902,0.141176470588235,0.121951219512195,0.993846724781915
"ADORA2A",0.198035287875688,0.928152800255861,0.152941176470588,0.0731707317073171,0.993846724781915
"AGR2",0.725620750705959,0.0542358943333991,0.0941176470588235,0.0731707317073171,0.993846724781915
"AHI1",0.885173838243438,-0.0137852623261602,0.0823529411764706,0.0731707317073171,0.993846724781915
"AHR",0.888423604553198,-0.816204675830367,0.141176470588235,0.121951219512195,0.993846724781915
"AKT1",0.383167737922163,0.597375137494178,0.0705882352941176,0.121951219512195,0.993846724781915
"ALCAM",0.415362867588321,-0.511875815822096,0.141176470588235,0.195121951219512,0.993846724781915
"ANGPT1",0.815007332160978,0.00340892919413099,0.0823529411764706,0.0975609756097561,0.993846724781915
"ANGPT4",0.815007332160978,0.174739550305423,0.0823529411764706,0.0975609756097561,0.993846724781915
"ANGPTL1",0.664300584774369,-0.0228060312049298,0.0941176470588235,0.121951219512195,0.993846724781915
"ANXA1",0.853413534896762,0.734527445643539,0.235294117647059,0.24390243902439,0.993846724781915
"ANXA4",0.33509373856654,-0.281145183177935,0.129411764705882,0.0731707317073171,0.993846724781915
"APOA1",0.58239979910522,-0.107916036084253,0.0705882352941176,0.0975609756097561,0.993846724781915
"APOB",0.0949780191207964,0.432539718445732,0.117647058823529,0.024390243902439,0.993846724781915
"APOD",0.592255462996745,-1.09374301896654,0.117647058823529,0.146341463414634,0.993846724781915
"APP",0.797663737756885,0.0925110796328835,0.4,0.390243902439024,0.993846724781915
"AQP3",0.88857647552271,-0.0374857681117243,0.6,0.585365853658537,0.993846724781915
"AR",0.85134555679288,0.241235109000515,0.105882352941176,0.0975609756097561,0.993846724781915
"AREG",0.789298940729707,-0.433332244131875,0.105882352941176,0.121951219512195,0.993846724781915
"ARG1",0.125274267181697,1.12711760876297,0.105882352941176,0.024390243902439,0.993846724781915
"ARHGDIB",0.2166833579545,-1.06205459401001,0.141176470588235,0.219512195121951,0.993846724781915
"ARTN",0.767482759016322,-0.165260732645655,0.0588235294117647,0.0731707317073171,0.993846724781915
"ATF3",0.222578118285355,0.539336855479725,0.188235294117647,0.0975609756097561,0.993846724781915
"ATG10",0.916391906435108,0.853819398435941,0.105882352941176,0.121951219512195,0.993846724781915
"ATG12",0.482151598670226,0.285426315901212,0.176470588235294,0.24390243902439,0.993846724781915
