triangle_index,vertex_ids,vertex_labels
469,"405,397,408","CAF,CAF,CAF"
470,"405,408,397","CAF,CAF,CAF"
471,"405,408,412","CAF,CAF,CAF"
472,"405,412,394","CAF,CAF,CAF"
473,"405,412,408","CAF,CAF,CAF"
474,"408,397,405","CAF,CAF,CAF"
475,"408,397,410","CAF,CAF,CAF"
476,"408,405,397","CAF,CAF,CAF"
477,"408,405,412","CAF,CAF,CAF"
478,"408,410,397","CAF,CAF,CAF"
479,"408,410,426","CAF,CAF,CAF"
480,"408,412,405","CAF,CAF,CAF"
481,"408,412,426","CAF,CAF,CAF"
482,"408,426,410","CAF,CAF,CAF"
483,"408,426,412","CAF,CAF,CAF"
484,"410,397,398","CAF,CAF,CAF"
485,"410,397,408","CAF,CAF,CAF"
486,"410,398,397","CAF,CAF,CAF"
487,"410,408,397","CAF,CAF,CAF"
488,"410,408,426","CAF,CAF,CAF"
489,"410,426,408","CAF,CAF,CAF"
490,"411,391,395","CAF,CAF,CAF"
491,"411,391,431","CAF,CAF,CAF"
492,"411,395,391","CAF,CAF,CAF"
493,"411,431,391","CAF,CAF,CAF"
494,"412,383,394","CAF,CAF,CAF"
495,"412,383,414","CAF,CAF,CAF"
496,"412,394,383","CAF,CAF,CAF"
497,"412,394,405","CAF,CAF,CAF"
498,"412,405,394","CAF,CAF,CAF"
499,"412,405,408","CAF,CAF,CAF"
500,"412,408,405","CAF,CAF,CAF"
501,"412,408,426","CAF,CAF,CAF"
502,"412,414,383","CAF,CAF,CAF"
503,"412,426,408","CAF,CAF,CAF"
504,"414,383,412","CAF,CAF,CAF"
505,"414,412,383","CAF,CAF,CAF"
506,"418,81,455","CAF,CAF,CAF"
507,"418,455,81","CAF,CAF,CAF"
508,"421,429,438","CAF,CAF,CAF"
509,"421,438,429","CAF,CAF,CAF"
510,"426,408,410","CAF,CAF,CAF"
511,"426,408,412","CAF,CAF,CAF"
512,"426,410,408","CAF,CAF,CAF"
513,"426,412,408","CAF,CAF,CAF"
514,"429,399,432","CAF,CAF,CAF"
515,"429,421,438","CAF,CAF,CAF"
516,"429,432,399","CAF,CAF,CAF"
517,"429,438,421","CAF,CAF,CAF"
518,"431,391,411","CAF,CAF,CAF"
519,"431,411,391","CAF,CAF,CAF"
520,"431,454,490","CAF,CAF,CAF"
521,"431,490,454","CAF,CAF,CAF"
522,"432,399,429","CAF,CAF,CAF"
523,"432,429,399","CAF,CAF,CAF"
524,"433,436,437","CAF,CAF,CAF"
525,"433,437,436","CAF,CAF,CAF"
526,"436,96,437","CAF,CAF,CAF"
527,"436,433,437","CAF,CAF,CAF"
528,"436,437,96","CAF,CAF,CAF"
529,"436,437,433","CAF,CAF,CAF"
530,"437,96,436","CAF,CAF,CAF"
531,"437,96,440","CAF,CAF,CAF"
532,"437,433,436","CAF,CAF,CAF"
533,"437,436,96","CAF,CAF,CAF"
534,"437,436,433","CAF,CAF,CAF"
535,"437,440,96","CAF,CAF,CAF"
536,"438,421,429","CAF,CAF,CAF"
537,"438,429,421","CAF,CAF,CAF"
538,"440,96,437","CAF,CAF,CAF"
539,"440,437,96","CAF,CAF,CAF"
540,"451,470,480","CAF,CAF,CAF"
541,"451,480,470","CAF,CAF,CAF"
542,"454,81,455","CAF,CAF,CAF"
543,"454,431,490","CAF,CAF,CAF"
544,"454,455,81","CAF,CAF,CAF"
545,"454,455,481","CAF,CAF,CAF"
546,"454,481,455","CAF,CAF,CAF"
547,"454,481,490","CAF,CAF,CAF"
548,"454,490,431","CAF,CAF,CAF"
549,"454,490,481","CAF,CAF,CAF"
550,"455,81,418","CAF,CAF,CAF"
551,"455,81,454","CAF,CAF,CAF"
552,"455,418,81","CAF,CAF,CAF"
553,"455,454,81","CAF,CAF,CAF"
554,"455,454,481","CAF,CAF,CAF"
555,"455,481,454","CAF,CAF,CAF"
556,"455,481,486","CAF,CAF,CAF"
557,"455,486,481","CAF,CAF,CAF"
558,"457,470,484","CAF,CAF,CAF"
559,"457,472,484","CAF,CAF,CAF"
560,"457,484,470","CAF,CAF,CAF"
561,"457,484,472","CAF,CAF,CAF"
562,"470,115,480","CAF,CAF,CAF"
563,"470,115,496","CAF,CAF,CAF"
564,"470,451,480","CAF,CAF,CAF"
565,"470,457,484","CAF,CAF,CAF"
566,"470,480,115","CAF,CAF,CAF"
567,"470,480,451","CAF,CAF,CAF"
568,"470,484,457","CAF,CAF,CAF"
569,"470,484,496","CAF,CAF,CAF"
570,"470,496,115","CAF,CAF,CAF"
571,"470,496,484","CAF,CAF,CAF"
572,"472,457,484","CAF,CAF,CAF"
573,"472,484,457","CAF,CAF,CAF"
574,"472,484,490","CAF,CAF,CAF"
575,"472,490,484","CAF,CAF,CAF"
576,"480,115,470","CAF,CAF,CAF"
577,"480,115,491","CAF,CAF,CAF"
578,"480,451,470","CAF,CAF,CAF"
579,"480,470,115","CAF,CAF,CAF"
580,"480,470,451","CAF,CAF,CAF"
581,"480,491,115","CAF,CAF,CAF"
582,"481,454,455","CAF,CAF,CAF"
583,"481,454,490","CAF,CAF,CAF"
584,"481,455,454","CAF,CAF,CAF"
585,"481,455,486","CAF,CAF,CAF"
586,"481,486,455","CAF,CAF,CAF"
587,"481,486,562","CAF,CAF,CAF"
588,"481,490,454","CAF,CAF,CAF"
589,"481,559,562","CAF,CAF,CAF"
590,"481,562,486","CAF,CAF,CAF"
591,"481,562,559","CAF,CAF,CAF"
592,"484,457,470","CAF,CAF,CAF"
593,"484,457,472","CAF,CAF,CAF"
594,"484,470,457","CAF,CAF,CAF"
595,"484,470,496","CAF,CAF,CAF"
596,"484,472,457","CAF,CAF,CAF"
597,"484,472,490","CAF,CAF,CAF"
598,"484,490,472","CAF,CAF,CAF"
599,"484,490,497","CAF,CAF,CAF"
600,"484,496,470","CAF,CAF,CAF"
601,"484,497,490","CAF,CAF,CAF"
602,"484,497,502","CAF,CAF,CAF"
603,"484,502,497","CAF,CAF,CAF"
604,"486,455,481","CAF,CAF,CAF"
605,"486,481,455","CAF,CAF,CAF"
606,"486,481,562","CAF,CAF,CAF"
607,"486,562,481","CAF,CAF,CAF"
608,"490,431,454","CAF,CAF,CAF"
609,"490,454,431","CAF,CAF,CAF"
610,"490,454,481","CAF,CAF,CAF"
611,"490,472,484","CAF,CAF,CAF"
612,"490,481,454","CAF,CAF,CAF"
613,"490,484,472","CAF,CAF,CAF"
614,"490,484,497","CAF,CAF,CAF"
615,"490,497,484","CAF,CAF,CAF"
616,"491,115,480","CAF,CAF,CAF"
617,"491,480,115","CAF,CAF,CAF"
618,"494,518,553","CAF,CAF,CAF"
619,"494,529,553","CAF,CAF,CAF"
620,"494,553,518","CAF,CAF,CAF"
621,"494,553,529","CAF,CAF,CAF"
622,"495,504,546","CAF,CAF,CAF"
623,"495,546,504","CAF,CAF,CAF"
624,"496,115,470","CAF,CAF,CAF"
625,"496,115,503","CAF,CAF,CAF"
626,"496,470,115","CAF,CAF,CAF"
627,"496,470,484","CAF,CAF,CAF"
628,"496,484,470","CAF,CAF,CAF"
629,"496,503,115","CAF,CAF,CAF"
