triangle_index,vertex_ids,vertex_labels
630,"497,484,490","CAF,CAF,CAF"
631,"497,484,502","CAF,CAF,CAF"
632,"497,490,484","CAF,CAF,CAF"
633,"497,502,484","CAF,CAF,CAF"
634,"502,484,497","CAF,CAF,CAF"
635,"502,497,484","CAF,CAF,CAF"
636,"502,520,533","CAF,CAF,CAF"
637,"502,530,533","CAF,CAF,CAF"
638,"502,533,520","CAF,CAF,CAF"
639,"502,533,530","CAF,CAF,CAF"
640,"503,115,496","CAF,CAF,CAF"
641,"503,115,513","CAF,CAF,CAF"
642,"503,496,115","CAF,CAF,CAF"
643,"503,513,115","CAF,CAF,CAF"
644,"504,495,546","CAF,CAF,CAF"
645,"504,514,516","CAF,CAF,CAF"
646,"504,514,546","CAF,CAF,CAF"
647,"504,516,514","CAF,CAF,CAF"
648,"504,546,495","CAF,CAF,CAF"
649,"504,546,514","CAF,CAF,CAF"
650,"513,115,503","CAF,CAF,CAF"
651,"513,503,115","CAF,CAF,CAF"
652,"514,504,516","CAF,CAF,CAF"
653,"514,504,546","CAF,CAF,CAF"
654,"514,516,504","CAF,CAF,CAF"
655,"514,516,543","CAF,CAF,CAF"
656,"514,543,516","CAF,CAF,CAF"
657,"514,543,546","CAF,CAF,CAF"
658,"514,546,504","CAF,CAF,CAF"
659,"514,546,543","CAF,CAF,CAF"
660,"516,504,514","CAF,CAF,CAF"
661,"516,514,504","CAF,CAF,CAF"
662,"516,514,543","CAF,CAF,CAF"
663,"516,523,543","CAF,CAF,CAF"
664,"516,543,514","CAF,CAF,CAF"
665,"516,543,523","CAF,CAF,CAF"
666,"518,494,553","CAF,CAF,CAF"
667,"518,525,541","CAF,CAF,CAF"
668,"518,541,525","CAF,CAF,CAF"
669,"518,541,553","CAF,CAF,CAF"
670,"518,553,494","CAF,CAF,CAF"
671,"518,553,541","CAF,CAF,CAF"
672,"520,502,533","CAF,CAF,CAF"
673,"520,531,535","CAF,CAF,CAF"
674,"520,533,502","CAF,CAF,CAF"
675,"520,533,535","CAF,CAF,CAF"
676,"520,535,531","CAF,CAF,CAF"
677,"520,535,533","CAF,CAF,CAF"
678,"523,516,543","CAF,CAF,CAF"
679,"523,543,516","CAF,CAF,CAF"
680,"523,543,548","CAF,CAF,CAF"
681,"523,548,543","CAF,CAF,CAF"
682,"525,518,541","CAF,CAF,CAF"
683,"525,541,518","CAF,CAF,CAF"
684,"529,494,553","CAF,CAF,CAF"
685,"529,553,494","CAF,CAF,CAF"
686,"530,502,533","CAF,CAF,CAF"
687,"530,533,502","CAF,CAF,CAF"
688,"531,520,535","CAF,CAF,CAF"
689,"531,535,520","CAF,CAF,CAF"
690,"533,502,520","CAF,CAF,CAF"
691,"533,502,530","CAF,CAF,CAF"
692,"533,520,502","CAF,CAF,CAF"
693,"533,520,535","CAF,CAF,CAF"
694,"533,530,502","CAF,CAF,CAF"
695,"533,535,520","CAF,CAF,CAF"
696,"535,520,531","CAF,CAF,CAF"
697,"535,520,533","CAF,CAF,CAF"
698,"535,531,520","CAF,CAF,CAF"
699,"535,533,520","CAF,CAF,CAF"
700,"541,518,525","CAF,CAF,CAF"
701,"541,518,553","CAF,CAF,CAF"
702,"541,525,518","CAF,CAF,CAF"
703,"541,553,518","CAF,CAF,CAF"
704,"543,514,516","CAF,CAF,CAF"
705,"543,514,546","CAF,CAF,CAF"
706,"543,516,514","CAF,CAF,CAF"
707,"543,516,523","CAF,CAF,CAF"
708,"543,523,516","CAF,CAF,CAF"
709,"543,523,548","CAF,CAF,CAF"
710,"543,546,514","CAF,CAF,CAF"
711,"543,546,550","CAF,CAF,CAF"
712,"543,548,523","CAF,CAF,CAF"
713,"543,548,550","CAF,CAF,CAF"
714,"543,550,546","CAF,CAF,CAF"
715,"543,550,548","CAF,CAF,CAF"
716,"546,495,504","CAF,CAF,CAF"
717,"546,504,495","CAF,CAF,CAF"
718,"546,504,514","CAF,CAF,CAF"
719,"546,514,504","CAF,CAF,CAF"
720,"546,514,543","CAF,CAF,CAF"
721,"546,543,514","CAF,CAF,CAF"
722,"546,543,550","CAF,CAF,CAF"
723,"546,550,543","CAF,CAF,CAF"
724,"546,550,574","CAF,CAF,CAF"
725,"546,574,550","CAF,CAF,CAF"
726,"548,523,543","CAF,CAF,CAF"
727,"548,543,523","CAF,CAF,CAF"
728,"548,543,550","CAF,CAF,CAF"
729,"548,550,543","CAF,CAF,CAF"
730,"548,550,574","CAF,CAF,CAF"
731,"548,574,550","CAF,CAF,CAF"
732,"550,543,546","CAF,CAF,CAF"
733,"550,543,548","CAF,CAF,CAF"
734,"550,546,543","CAF,CAF,CAF"
735,"550,546,574","CAF,CAF,CAF"
736,"550,548,543","CAF,CAF,CAF"
737,"550,548,574","CAF,CAF,CAF"
738,"550,574,546","CAF,CAF,CAF"
739,"550,574,548","CAF,CAF,CAF"
740,"553,494,518","CAF,CAF,CAF"
741,"553,494,529","CAF,CAF,CAF"
742,"553,518,494","CAF,CAF,CAF"
743,"553,518,541","CAF,CAF,CAF"
744,"553,529,494","CAF,CAF,CAF"
745,"553,541,518","CAF,CAF,CAF"
746,"559,481,562","CAF,CAF,CAF"
747,"559,562,481","CAF,CAF,CAF"
748,"561,570,573","CAF,CAF,CAF"
749,"561,570,579","CAF,CAF,CAF"
750,"561,573,570","CAF,CAF,CAF"
751,"561,573,579","CAF,CAF,CAF"
752,"561,579,570","CAF,CAF,CAF"
753,"561,579,573","CAF,CAF,CAF"
754,"562,481,486","CAF,CAF,CAF"
755,"562,481,559","CAF,CAF,CAF"
756,"562,486,481","CAF,CAF,CAF"
757,"562,559,481","CAF,CAF,CAF"
758,"563,576,582","CAF,CAF,CAF"
759,"563,582,576","CAF,CAF,CAF"
760,"570,561,573","CAF,CAF,CAF"
761,"570,561,579","CAF,CAF,CAF"
762,"570,573,561","CAF,CAF,CAF"
763,"570,573,579","CAF,CAF,CAF"
764,"570,579,561","CAF,CAF,CAF"
765,"570,579,573","CAF,CAF,CAF"
766,"573,561,570","CAF,CAF,CAF"
767,"573,561,579","CAF,CAF,CAF"
768,"573,570,561","CAF,CAF,CAF"
769,"573,570,579","CAF,CAF,CAF"
770,"573,574,579","CAF,CAF,CAF"
771,"573,579,561","CAF,CAF,CAF"
772,"573,579,570","CAF,CAF,CAF"
773,"573,579,574","CAF,CAF,CAF"
774,"574,546,550","CAF,CAF,CAF"
775,"574,548,550","CAF,CAF,CAF"
776,"574,550,546","CAF,CAF,CAF"
777,"574,550,548","CAF,CAF,CAF"
778,"574,573,579","CAF,CAF,CAF"
779,"574,579,573","CAF,CAF,CAF"
780,"574,579,582","CAF,CAF,CAF"
781,"574,582,579","CAF,CAF,CAF"
782,"576,563,582","CAF,CAF,CAF"
783,"576,582,563","CAF,CAF,CAF"
784,"579,561,570","CAF,CAF,CAF"
785,"579,561,573","CAF,CAF,CAF"
786,"579,570,561","CAF,CAF,CAF"
787,"579,570,573","CAF,CAF,CAF"
788,"579,573,561","CAF,CAF,CAF"
789,"579,573,570","CAF,CAF,CAF"
790,"579,573,574","CAF,CAF,CAF"
791,"579,574,573","CAF,CAF,CAF"
792,"579,574,582","CAF,CAF,CAF"
793,"579,582,574","CAF,CAF,CAF"
794,"582,563,576","CAF,CAF,CAF"
795,"582,574,579","CAF,CAF,CAF"
796,"582,576,563","CAF,CAF,CAF"
797,"582,579,574","CAF,CAF,CAF"
